	Рейтинг	Компания	Кол-во фильмов	Box office	Кол-во билетов	Процент от общего кол-ва	Год
1703	149	Midwest Movies	1	$3,140	395	0.00%	2011
1704	150	Afterlight Pictures	1	$2,761	348	0.00%	2011
1705	151	Eammon Films	1	$2,300	290	0.00%	2011
1706	152	Driving With Our Eyes Shut	1	$1,938	244	0.00%	2011
1707	153	New World	1	$1,650	208	0.00%	2011
1708	154	Embrem Entertainment	1	$1,441	181	0.00%	2011
1709	1	Sony Pictures	26	$1,796,852,200	225,735,189	16.34%	2012
1710	2	Warner Bros.	29	$1,679,495,537	210,991,887	15.28%	2012
1711	3	Walt Disney	18	$1,566,749,202	196,827,779	14.25%	2012
1712	4	Universal	17	$1,368,500,098	171,922,114	12.45%	2012
1713	5	Lionsgate	24	$1,266,972,113	159,167,338	11.52%	2012
1714	6	20th Century Fox	19	$1,030,117,301	129,411,713	9.37%	2012
1715	7	Paramount Pictures	22	$919,099,720	115,464,777	8.36%	2012
1716	8	Weinstein Co.	21	$304,362,650	38,236,505	2.77%	2012
1717	9	Relativity	6	$202,357,616	25,421,808	1.84%	2012
1718	10	Open Road	7	$194,695,120	24,459,182	1.77%	2012
1719	11	Focus Features	10	$150,407,440	18,895,401	1.37%	2012
1720	12	Fox Searchlight	10	$116,367,721	14,619,056	1.06%	2012
1721	13	CBS Films	4	$89,893,717	11,293,179	0.82%	2012
1722	14	Sony Pictures Classics	23	$57,709,683	7,249,948	0.52%	2012
1723	15	Rocky Mountain Pictures	6	$36,889,637	4,634,374	0.34%	2012
1724	16	Roadside Attractions	12	$19,654,354	2,469,133	0.18%	2012
1725	17	FilmDistrict	4	$17,344,931	2,179,010	0.16%	2012
1726	18	Summit Entertainment	2	$14,061,926	1,766,573	0.13%	2012
1727	19	IFC Films	36	$13,391,316	1,682,311	0.12%	2012
1728	20	Eros Entertainment	11	$12,139,582	1,525,067	0.11%	2012
1729	21	Magnolia Pictures	25	$11,813,717	1,484,124	0.11%	2012
1730	22	Alchemy	10	$11,298,875	1,419,451	0.10%	2012
1731	23	ARC Entertainment	4	$9,196,781	1,155,373	0.08%	2012
1732	24	LD Distribution	2	$8,102,399	1,017,888	0.07%	2012
1733	25	UTV Communications	14	$6,442,682	809,374	0.06%	2012
1734	26	Yash Raj Films	3	$5,447,931	684,412	0.05%	2012
1735	27	Five & Two Pictures	1	$5,355,847	672,845	0.05%	2012
1736	28	Oscilloscope Pictures	9	$5,141,122	645,865	0.05%	2012
1737	29	National Geographic Entertainment	2	$4,788,959	601,627	0.04%	2012
1738	30	Paramount Vantage	2	$4,686,312	588,732	0.04%	2012
1739	31	Magnet Pictures	10	$4,658,505	585,236	0.04%	2012
1740	32	Samuel Goldwyn Films	7	$4,505,451	566,008	0.04%	2012
1741	33	Music Box Films	16	$3,428,842	430,751	0.03%	2012
1742	34	Atlas Distribution	1	$3,336,053	419,102	0.03%	2012
1743	35	Reliance Big Pictures	2	$3,206,429	402,816	0.03%	2012
1744	36	3D Entertainment	2	$2,941,509	369,536	0.03%	2012
1745	37	NCM Fathom	1	$2,800,000	351,758	0.03%	2012
1746	38	Cohen Media Group	5	$2,775,262	348,648	0.03%	2012
1747	39	Alliance Films	1	$2,462,588	309,370	0.02%	2012
1748	40	Entertainment One	8	$2,381,404	299,167	0.02%	2012
1749	41	IMAX Films	3	$2,124,838	266,938	0.02%	2012
1750	42	Indomina Releasing	4	$1,921,554	241,399	0.02%	2012
1751	43	Branded Entertainment	1	$1,832,541	230,218	0.02%	2012
1752	44	Shorts International	1	$1,702,415	213,871	0.02%	2012
1753	45	Kino Lorber	25	$1,582,565	198,801	0.01%	2012
1754	46	Codeblack Entertainment	1	$1,301,562	163,512	0.01%	2012
1755	47	ATO Pictures	4	$1,264,712	158,881	0.01%	2012
1756	48	Fox International	1	$1,257,892	158,026	0.01%	2012
1757	49	CJ Entertainment	2	$1,243,116	156,169	0.01%	2012
1758	50	Kenn Viselman Presents	1	$1,065,907	133,907	0.01%	2012
1759	51	Anchor Bay Entertainment	8	$1,015,504	127,572	0.01%	2012
1760	52	Paladin	6	$951,220	119,497	0.01%	2012
1761	53	Page 124 Productions	1	$768,518	96,547	0.01%	2012
1762	54	Nocturnal Features	5	$763,273	95,886	0.01%	2012
1763	55	Veracity Moving Pictures	1	$741,381	93,138	0.01%	2012
1764	56	Zeitgeist	7	$666,127	83,682	0.01%	2012
1765	57	Well Go USA	4	$645,923	81,144	0.01%	2012
1766	58	GKIDS	3	$489,795	61,531	0.00%	2012
1767	59	Mongrel Media	12	$481,802	60,520	0.00%	2012
1768	60	MPI Media Group	3	$481,095	60,437	0.00%	2012
1769	61	Producers Distribution Agency	2	$459,256	57,694	0.00%	2012
1770	62	First Run Features	26	$454,855	57,131	0.00%	2012
1771	63	Variance Films	7	$422,591	53,085	0.00%	2012
1772	64	Callbox, LLC	1	$416,151	52,280	0.00%	2012
1773	65	Wrekin Hill Entertainment	3	$382,054	47,994	0.00%	2012
1774	66	Loki Films	1	$377,219	47,389	0.00%	2012
1775	67	Strand	15	$345,701	43,423	0.00%	2012
1776	68	TriBeca Films	12	$340,905	42,822	0.00%	2012
1777	69	Variance/40 Acres & a Mule Filmworks	1	$338,803	42,563	0.00%	2012
1778	70	International Film Circuit	4	$336,643	42,290	0.00%	2012
1779	71	Janus Films	3	$303,681	38,150	0.00%	2012
1780	72	Film Arcade	2	$284,218	35,704	0.00%	2012
1781	73	Long Shot Factory	4	$256,079	32,168	0.00%	2012
1782	74	China Lion Film Distribution	2	$246,175	30,925	0.00%	2012
1783	75	AFFRM	1	$236,806	29,749	0.00%	2012
1784	76	Slater Brothers Entertainment	1	$234,830	29,501	0.00%	2012
1785	77	Abramorama Films	3	$227,899	28,628	0.00%	2012
1786	78	Drafthouse Films	3	$220,074	27,646	0.00%	2012
1787	79	Brainstorm Media	3	$199,356	25,042	0.00%	2012
1788	80	Freestyle Releasing	4	$187,355	23,536	0.00%	2012
1789	81	Eleven Arts	1	$178,000	22,361	0.00%	2012
1790	82	PMK*BNC	3	$171,608	21,558	0.00%	2012
1791	83	New Yorker	2	$157,537	19,790	0.00%	2012
1792	84	Dada Films	5	$156,135	19,611	0.00%	2012
1793	85	Zipporah	1	$154,691	19,433	0.00%	2012
1794	86	Indican Pictures	11	$147,089	18,474	0.00%	2012
1795	87	Rialto Pictures	5	$140,241	17,616	0.00%	2012
1796	88	Alive Mind	6	$108,100	13,577	0.00%	2012
1797	89	Landmark Theaters	1	$105,710	13,280	0.00%	2012
1798	90	Screen Media Films	1	$94,621	11,887	0.00%	2012
1799	91	Sycamore Entertainment Group Inc.	1	$83,566	10,498	0.00%	2012
1800	92	Cinedigm	3	$78,236	9,827	0.00%	2012
1801	93	The Film Desk	8	$73,422	9,220	0.00%	2012
1802	94	Hannover House	2	$73,168	9,191	0.00%	2012
1803	95	Monterey Media	6	$72,782	9,141	0.00%	2012
1804	96	Submarine Deluxe	1	$66,852	8,398	0.00%	2012
1805	97	SnagFilms	2	$62,421	7,840	0.00%	2012
1806	98	Pathe Contemporary Films	1	$61,611	7,740	0.00%	2012
1807	99	Area 23a	2	$61,379	7,710	0.00%	2012
1808	100	Tyscot Manhaddon	1	$54,008	6,784	0.00%	2012
1809	101	Cinema Guild	2	$48,646	6,110	0.00%	2012
1810	102	S2BN	1	$47,718	5,994	0.00%	2012
1811	103	Flicker Alley	1	$45,353	5,697	0.00%	2012
1812	104	Fisher-Klingenstein Films	1	$43,583	5,475	0.00%	2012
1813	105	Red Flag Releasing	2	$41,406	5,201	0.00%	2012
1814	106	Participant Media	1	$40,846	5,131	0.00%	2012
1815	107	Palisades	1	$37,706	4,736	0.00%	2012
1816	108	Rocket Releasing	1	$34,112	4,285	0.00%	2012
1817	109	Metropole Films Distribution	1	$32,457	4,077	0.00%	2012
1818	110	Joule Films	1	$30,655	3,851	0.00%	2012
1819	111	Koch Lorber Films	1	$29,630	3,722	0.00%	2012
1820	112	Film Movement	2	$29,501	3,705	0.00%	2012
1821	113	Adopt Films	1	$27,900	3,505	0.00%	2012
1822	114	Radius	2	$26,038	3,270	0.00%	2012
1823	115	APD/Cinema Conservancy	2	$20,521	2,577	0.00%	2012
1824	116	Pasidg Productions	1	$19,532	2,453	0.00%	2012
1825	117	Embassy	1	$18,574	2,333	0.00%	2012
1826	118	Film Forum	1	$16,854	2,117	0.00%	2012
1827	119	The Film Collaborative	1	$14,062	1,766	0.00%	2012
1828	120	Secret Identity Productions	1	$14,057	1,765	0.00%	2012
1829	121	Pillen's Farm Pictures	1	$13,500	1,695	0.00%	2012
1830	122	7A Productions	1	$13,093	1,644	0.00%	2012
1831	123	Image Entertainment	1	$9,600	1,206	0.00%	2012
1832	124	IFC Midnight	1	$8,452	1,061	0.00%	2012
1833	125	Cinema Purgatorio	1	$6,440	809	0.00%	2012
1834	126	Docurama	1	$5,997	753	0.00%	2012
1835	127	Hiltz Squared	1	$4,891	614	0.00%	2012
1836	128	Icarus Films	1	$4,218	529	0.00%	2012
1837	129	Skylight Pictures	1	$3,988	501	0.00%	2012
1838	130	Phase 4 Films	1	$3,725	467	0.00%	2012
1839	131	CAVU Releasing	1	$3,386	425	0.00%	2012
1840	132	Seventh Art Releasing	1	$3,178	399	0.00%	2012
1841	133	Afterlight Pictures	1	$2,592	325	0.00%	2012
1842	134	Garvity Arch	1	$1,872	235	0.00%	2012
1843	135	Kino International	1	$672	84	0.00%	2012
1844	1	Warner Bros.	27	$1,858,548,892	228,603,786	17.07%	2013
1845	2	Walt Disney	17	$1,739,045,292	213,904,700	15.97%	2013
1846	3	Universal	19	$1,396,510,275	171,772,471	12.83%	2013
1847	4	Sony Pictures	19	$1,155,691,747	142,151,498	10.61%	2013
1848	5	20th Century Fox	20	$1,068,879,026	131,473,427	9.82%	2013
1849	6	Lionsgate	23	$1,055,159,117	129,785,858	9.69%	2013
1850	7	Paramount Pictures	16	$994,078,331	122,272,850	9.13%	2013
1851	8	Weinstein Co.	22	$452,204,441	55,621,692	4.15%	2013
1852	9	Relativity	9	$241,948,226	29,759,925	2.22%	2013
1853	10	FilmDistrict	6	$213,471,308	26,257,230	1.96%	2013
1854	11	Open Road	9	$150,140,477	18,467,459	1.38%	2013
1855	12	Fox Searchlight	10	$107,779,147	13,256,961	0.99%	2013
1856	13	Focus Features	9	$95,281,091	11,719,687	0.88%	2013
1857	14	CBS Films	5	$90,856,768	11,175,491	0.83%	2013
1858	15	Sony Pictures Classics	20	$69,544,128	8,554,003	0.64%	2013
1859	16	Roadside Attractions	13	$47,976,097	5,901,111	0.44%	2013
1860	17	A24	5	$27,871,548	3,428,232	0.26%	2013
1861	18	IFC Films	34	$10,810,319	1,329,665	0.10%	2013
1862	19	UTV Communications	9	$9,538,920	1,173,295	0.09%	2013
1863	20	Yash Raj Films	2	$8,212,872	1,010,192	0.08%	2013
1864	21	Eros Entertainment	6	$7,620,102	937,279	0.07%	2013
1865	22	Magnolia Pictures	31	$7,090,994	872,184	0.07%	2013
1866	23	RADiUS-TWC	2	$6,014,044	739,734	0.06%	2013
1867	24	Samuel Goldwyn Films	5	$5,365,345	659,941	0.05%	2013
1868	25	High Top Releasing	5	$3,847,527	473,248	0.04%	2013
1869	26	Picturehouse	1	$3,419,967	420,660	0.03%	2013
1870	27	Alchemy	6	$3,196,339	393,151	0.03%	2013
1871	28	Cohen Media Group	8	$2,582,704	317,672	0.02%	2013
1872	29	IMAX Films	3	$2,449,832	301,332	0.02%	2013
1873	30	National Geographic Entertainment	3	$2,420,846	297,766	0.02%	2013
1874	31	Entertainment One	10	$2,340,909	287,929	0.02%	2013
1875	32	Shorts International	1	$2,142,342	263,510	0.02%	2013
1876	33	Reliance Big Pictures	2	$2,015,204	247,872	0.02%	2013
1877	34	Music Box Films	10	$1,725,943	212,288	0.02%	2013
1878	35	Echolight Studios	2	$1,702,594	209,421	0.02%	2013
1879	36	Mongrel Media	23	$1,701,799	209,314	0.02%	2013
1880	37	Ficus	1	$1,582,476	194,646	0.01%	2013
1881	38	Purdie Distribution	1	$1,573,124	193,496	0.01%	2013
1882	39	Cinedigm	11	$1,571,606	193,304	0.01%	2013
1883	40	Arenas Entertainment	1	$1,559,556	191,827	0.01%	2013
1884	41	LD Entertainment	1	$1,436,862	176,735	0.01%	2013
1885	42	Kino Lorber	26	$1,430,790	175,976	0.01%	2013
1886	43	Zeitgeist	7	$1,303,438	160,321	0.01%	2013
1887	44	Anchor Bay Entertainment	14	$1,302,798	160,236	0.01%	2013
1888	45	Viva Entertainment	2	$1,301,339	160,065	0.01%	2013
1889	46	Radius	4	$1,292,347	158,959	0.01%	2013
1890	47	Freestyle Releasing	9	$1,192,502	146,675	0.01%	2013
1891	48	GKIDS	2	$1,136,796	139,827	0.01%	2013
1892	49	RCR Media Group	1	$1,034,589	127,255	0.01%	2013
1893	50	Janus Films	2	$959,253	117,988	0.01%	2013
1894	51	First Run Features	24	$953,272	117,243	0.01%	2013
1895	52	Exclusive Releasing	2	$943,459	116,045	0.01%	2013
1896	53	Variance Films	10	$884,573	108,800	0.01%	2013
1897	54	Docurama	1	$849,521	104,492	0.01%	2013
1898	55	Gathr Films	1	$849,484	104,487	0.01%	2013
1899	56	Drafthouse Films	6	$696,592	85,679	0.01%	2013
1900	57	Callbox, LLC	1	$693,125	85,255	0.01%	2013
1901	58	Well Go USA	4	$680,153	83,657	0.01%	2013
1902	59	Strand	14	$649,396	79,871	0.01%	2013
1903	60	Cinema Guild	3	$623,675	76,711	0.01%	2013
1904	61	TriBeca Films	16	$600,339	73,834	0.01%	2013
1905	62	International Film Circuit	3	$578,547	71,161	0.01%	2013
1906	63	Codeblack Entertainment	1	$494,608	60,837	0.00%	2013
1907	64	Pan Media & Entertainment	1	$484,112	59,546	0.00%	2013
1908	65	Oscilloscope Pictures	10	$448,283	55,136	0.00%	2013
1909	66	erbp Film	1	$444,098	54,624	0.00%	2013
1910	67	Film Arcade	4	$440,508	54,181	0.00%	2013
1911	68	Paladin	3	$374,697	46,086	0.00%	2013
1912	69	China Lion Film Distribution	1	$345,000	42,435	0.00%	2013
1913	70	AwesomenessTV, Conjunction Films	1	$344,500	42,373	0.00%	2013
1914	71	Main Street	1	$258,656	31,815	0.00%	2013
1915	72	Indomina Releasing	2	$237,464	29,207	0.00%	2013
1916	73	Brainstorm Media	3	$220,525	27,123	0.00%	2013
1917	74	MGM	1	$214,618	26,398	0.00%	2013
1918	75	Paramount Vantage	1	$193,906	23,850	0.00%	2013
1919	76	Alive Mind	3	$193,056	23,745	0.00%	2013
1920	77	Producers Distribution Agency	2	$192,705	23,702	0.00%	2013
1921	78	Eleven Arts	1	$190,478	23,429	0.00%	2013
1922	79	Magnet Pictures	5	$171,467	21,088	0.00%	2013
1923	80	CJ Entertainment	4	$171,290	21,067	0.00%	2013
1924	81	Rocky Mountain Pictures	1	$152,223	18,723	0.00%	2013
1925	82	Distrib Films	3	$142,079	17,474	0.00%	2013
1926	83	Rada Film Group	1	$136,385	16,775	0.00%	2013
1927	84	CODEBLACK Films/Lionsgate	1	$129,102	15,879	0.00%	2013
1928	85	Excel Entertainment	1	$124,221	15,279	0.00%	2013
1929	86	XLrator Media	1	$117,090	14,402	0.00%	2013
1930	87	MPI Media Group	1	$109,376	13,453	0.00%	2013
1931	88	Abramorama Films	3	$104,027	12,794	0.00%	2013
1932	89	Gabriel's Messenger Films	1	$93,690	11,523	0.00%	2013
1933	90	AMC Independent	1	$87,783	10,797	0.00%	2013
1934	91	Paladin/108 Media	2	$87,078	10,710	0.00%	2013
1935	92	Rialto Pictures	6	$84,407	10,379	0.00%	2013
1936	93	Monterey Media	3	$82,042	10,090	0.00%	2013
1937	94	Onyx Films	1	$79,627	9,794	0.00%	2013
1938	95	Liberty Street Films	1	$77,619	9,547	0.00%	2013
1939	96	Adopt Films	1	$65,635	8,073	0.00%	2013
1940	97	SnagFilms	1	$63,105	7,761	0.00%	2013
1941	98	Image Entertainment	1	$61,847	7,607	0.00%	2013
1942	99	Screen Media Films	1	$55,301	6,802	0.00%	2013
1943	100	Riverrain	1	$54,466	6,699	0.00%	2013
1944	101	Noujaim Films	1	$52,954	6,513	0.00%	2013
1945	102	Area 23a	2	$49,116	6,041	0.00%	2013
1946	103	Le Petit Canyon Productions	1	$46,437	5,711	0.00%	2013
1947	104	Wolfe Releasing	1	$45,502	5,596	0.00%	2013
1948	105	Lambert Releasing	1	$45,000	5,535	0.00%	2013
1949	106	Rockstone Releasing	1	$41,537	5,109	0.00%	2013
1950	107	Ketchup Entertainment	2	$41,480	5,101	0.00%	2013
1951	108	Page 124 Productions	1	$41,072	5,051	0.00%	2013
1952	109	Submarine Deluxe	1	$39,901	4,907	0.00%	2013
1953	110	Fine Line	1	$38,933	4,788	0.00%	2013
1954	111	Phase 4 Films Sameul Goldwyn Films	1	$38,856	4,779	0.00%	2013
1955	112	WellSpring	1	$37,984	4,672	0.00%	2013
1956	113	Vitagraph Films	1	$33,300	4,095	0.00%	2013
1957	114	APD/Cinema Conservancy	2	$31,930	3,926	0.00%	2013
1958	115	IFC Midnight	2	$31,382	3,859	0.00%	2013
1959	116	Long Shot Factory	1	$30,515	3,753	0.00%	2013
1960	117	Steelyard Pictures	1	$30,444	3,744	0.00%	2013
1961	118	Cinipix	1	$29,863	3,673	0.00%	2013
1962	119	The Film Desk	7	$28,535	3,507	0.00%	2013
1963	120	FilmBuff	1	$27,595	3,394	0.00%	2013
1964	121	Doppelganger Releasing	3	$26,958	3,314	0.00%	2013
1965	122	Zipporah	1	$26,482	3,257	0.00%	2013
1966	123	Artists Public Domain/Cinema Conservancy	2	$22,669	2,787	0.00%	2013
1967	124	Self Distributed	2	$22,200	2,730	0.00%	2013
1968	125	Ghosts Media, Inc.	1	$20,709	2,547	0.00%	2013
1969	126	House Lights Media	1	$19,186	2,359	0.00%	2013
1970	127	Film Movement	1	$19,160	2,356	0.00%	2013
1971	128	Dada Films	1	$17,669	2,173	0.00%	2013
1972	129	Indican Pictures	2	$17,659	2,171	0.00%	2013
1973	130	The Film Collective	1	$16,772	2,062	0.00%	2013
1974	131	FlyRock Media	1	$12,891	1,585	0.00%	2013
1975	132	Loki Films	1	$12,805	1,575	0.00%	2013
1976	133	Castle Hill Productions	1	$11,779	1,448	0.00%	2013
1977	134	ARC Entertainment	1	$11,709	1,440	0.00%	2013
1978	135	Driving With Our Eyes Shut	2	$10,660	1,310	0.00%	2013
1979	136	Starz Media	1	$10,443	1,284	0.00%	2013
1980	137	Area23a/FilmBuff	1	$9,939	1,222	0.00%	2013
1981	138	Bonfire Films of America	1	$9,796	1,204	0.00%	2013
1982	139	Vanguardia Films	1	$9,338	1,148	0.00%	2013
1983	140	ArtMattan Productions	1	$8,836	1,086	0.00%	2013
1984	141	Lot 47 Films	1	$6,949	854	0.00%	2013
1985	142	ATO Pictures	1	$6,254	769	0.00%	2013
1986	143	Hiltz Squared	1	$5,909	726	0.00%	2013
1987	144	Hybrid Pictures	1	$4,080	501	0.00%	2013
1988	145	Ohio Street Pictures	1	$4,000	492	0.00%	2013
1989	146	Cinema Libre	1	$3,400	418	0.00%	2013
1990	147	Arclight Films	1	$3,328	409	0.00%	2013
1991	148	IM Global/Blumhouse	1	$3,080	378	0.00%	2013
1992	149	Cinema Purgatorio	1	$2,498	307	0.00%	2013
1993	150	Archstone Entertainment	1	$2,241	275	0.00%	2013
1994	151	Walking Shadows	1	$2,210	271	0.00%	2013
1995	152	Reacter 88 Studios	1	$2,207	271	0.00%	2013
1996	153	New World	1	$2,068	254	0.00%	2013
1997	154	Film Forum	1	$1,190	146	0.00%	2013
1998	155	Afterlight Pictures	1	$1,170	143	0.00%	2013
1999	156	levelFILM	1	$1,037	127	0.00%	2013
2000	1	20th Century Fox	23	$1,768,595,952	216,474,400	17.22%	2014
2001	2	Walt Disney	18	$1,602,064,779	196,091,151	15.59%	2014
2002	3	Warner Bros.	31	$1,562,804,680	191,285,747	15.21%	2014
2003	4	Sony Pictures	22	$1,257,971,227	153,974,434	12.25%	2014
2004	5	Universal	19	$1,103,203,468	135,031,016	10.74%	2014
2005	6	Paramount Pictures	16	$1,007,439,212	123,309,565	9.81%	2014
2006	7	Lionsgate	22	$728,584,878	89,178,062	7.09%	2014
2007	8	Weinstein Co.	18	$230,033,706	28,155,890	2.24%	2014
2008	9	Relativity	13	$201,202,223	24,626,949	1.96%	2014
2009	10	Open Road	8	$161,696,651	19,791,509	1.57%	2014
2010	11	Fox Searchlight	10	$147,030,524	17,996,386	1.43%	2014
2011	12	Focus Features	9	$100,876,853	12,347,225	0.98%	2014
2012	13	Pure Flix Entertainment	1	$60,755,732	7,436,442	0.59%	2014
2013	14	Sony Pictures Classics	21	$45,097,849	5,519,923	0.44%	2014
2014	15	IFC Films	35	$31,772,291	3,888,879	0.31%	2014
2015	16	Clarius Entertainment	3	$26,865,605	3,288,322	0.26%	2014
2016	17	Roadside Attractions	12	$26,249,990	3,212,966	0.26%	2014
2017	18	FilmDistrict	1	$26,068,955	3,190,814	0.25%	2014
2018	19	Freestyle Releasing	12	$17,550,036	2,148,100	0.17%	2014
2019	20	UTV Communications	9	$17,480,025	2,139,533	0.17%	2014
2020	21	A24	11	$12,303,718	1,505,955	0.12%	2014
2021	22	RADiUS-TWC	15	$12,181,797	1,491,032	0.12%	2014
2022	23	CBS Films	5	$11,353,281	1,389,628	0.11%	2014
2023	24	Lionsgate/Roadside Attractions	3	$9,926,383	1,214,979	0.10%	2014
2024	25	Music Box Films	17	$7,367,175	901,727	0.07%	2014
2025	26	Purdie Distribution	2	$6,602,432	808,130	0.06%	2014
2026	27	National Geographic Entertainment	1	$6,304,112	771,617	0.06%	2014
2027	28	Eros Entertainment	7	$5,967,502	730,414	0.06%	2014
2028	29	MacGillivray Freeman Films	1	$5,238,809	641,225	0.05%	2014
2029	30	Magnolia Pictures	33	$5,187,233	634,894	0.05%	2014
2030	31	Cohen Media Group	8	$4,947,359	605,548	0.05%	2014
2031	32	Samuel Goldwyn Films	8	$4,770,501	583,901	0.05%	2014
2032	33	Entertainment One	8	$4,134,752	506,087	0.04%	2014
2033	34	Alchemy	4	$3,999,949	489,588	0.04%	2014
2034	35	China Lion Film Distribution	10	$3,296,875	403,529	0.03%	2014
2035	36	FIP	2	$3,204,367	392,210	0.03%	2014
2036	37	CJ Entertainment	2	$2,927,830	358,363	0.03%	2014
2037	38	ShortsHD	1	$2,357,890	288,603	0.02%	2014
2038	39	Screen Media Films	1	$2,090,607	255,888	0.02%	2014
2039	40	Janus Films	1	$1,934,973	236,838	0.02%	2014
2040	41	Abramorama Films	7	$1,787,390	218,771	0.02%	2014
2041	42	GKIDS	3	$1,729,464	211,684	0.02%	2014
2042	43	One Media, LLC	1	$1,557,494	190,635	0.02%	2014
2043	44	Mongrel Media	18	$1,529,922	187,251	0.01%	2014
2044	45	TriBeca Films	10	$1,299,430	159,044	0.01%	2014
2045	46	Codeblack Entertainment	1	$1,189,612	145,607	0.01%	2014
2046	47	Drafthouse Films	12	$1,074,184	131,472	0.01%	2014
2047	48	Ten Furlongs	1	$1,069,454	130,900	0.01%	2014
2048	49	Reliance Entertainment	2	$1,043,878	127,769	0.01%	2014
2049	50	Kino Lorber	27	$1,030,309	126,095	0.01%	2014
2050	51	Counterpoint Films & Self-Realization Fellowship	1	$1,001,998	122,643	0.01%	2014
2051	52	Zeitgeist	6	$855,048	104,654	0.01%	2014
2052	53	Atlas Distribution	1	$851,690	104,246	0.01%	2014
2053	54	Hammond Entertainment	1	$795,755	97,399	0.01%	2014
2054	55	IFC Midnight	3	$757,632	92,732	0.01%	2014
2055	56	Self Distributed	3	$743,580	91,012	0.01%	2014
2056	57	IMAX Films	1	$728,699	89,192	0.01%	2014
2057	58	Adopt Films	3	$715,096	87,525	0.01%	2014
2058	59	Strand	13	$668,053	81,763	0.01%	2014
2059	60	Oscilloscope Pictures	9	$604,631	74,000	0.01%	2014
2060	61	Future Educational Films	1	$601,934	73,676	0.01%	2014
2061	62	International Film Circuit	6	$582,246	71,263	0.01%	2014
2062	63	Hannover House	1	$509,916	62,413	0.00%	2014
2063	64	American Experience/PBS Films	1	$440,031	53,859	0.00%	2014
2064	65	Well Go USA	8	$417,201	51,060	0.00%	2014
2065	66	Cinedigm	4	$415,317	50,832	0.00%	2014
2066	67	Monterey Media	12	$393,199	48,123	0.00%	2014
2067	68	Reliance Big Pictures	1	$380,011	46,512	0.00%	2014
2068	69	Film Movement	6	$370,269	45,318	0.00%	2014
2069	70	Picturehouse	1	$369,911	45,276	0.00%	2014
2070	71	Area 23a	1	$365,522	44,739	0.00%	2014
2071	72	Amplify	2	$360,463	44,119	0.00%	2014
2072	73	XLrator Media	1	$340,911	41,727	0.00%	2014
2073	74	Bond/360	2	$337,686	41,331	0.00%	2014
2074	75	Cinema Purgatorio	2	$332,942	40,751	0.00%	2014
2075	76	Variance Films	8	$324,759	39,747	0.00%	2014
2076	77	Yash Raj Films	2	$320,083	39,176	0.00%	2014
2077	78	ABCKO Films	1	$293,680	35,946	0.00%	2014
2078	79	JSC Entertainment	1	$292,824	35,841	0.00%	2014
2079	80	Big World Pictures	5	$273,608	33,487	0.00%	2014
2080	81	Rialto Pictures	10	$265,493	32,491	0.00%	2014
2081	82	White Hill Production	1	$265,000	32,435	0.00%	2014
2082	83	First Run Features	18	$258,821	31,672	0.00%	2014
2083	84	B4U Movies	1	$255,000	31,211	0.00%	2014
2084	85	Five & Two Pictures	1	$246,969	30,228	0.00%	2014
2085	86	Long Shot Factory	2	$233,622	28,594	0.00%	2014
2086	87	Proud Mother Pictures	1	$202,911	24,836	0.00%	2014
2087	88	Zipporah	2	$194,598	23,818	0.00%	2014
2088	89	Rocky Mountain Pictures	4	$191,424	23,428	0.00%	2014
2089	90	Distrib Films	5	$183,544	22,462	0.00%	2014
2090	91	Lorimar Motion Pictures	1	$171,795	21,027	0.00%	2014
2091	92	DisruptiveLA	1	$149,879	18,345	0.00%	2014
2092	93	SenArt Films	1	$143,178	17,524	0.00%	2014
2093	94	MGM	1	$135,370	16,569	0.00%	2014
2094	95	Sundance Selects	3	$131,713	16,119	0.00%	2014
2095	96	High Top Releasing	1	$125,106	15,312	0.00%	2014
2096	97	Dada Films	4	$101,325	12,400	0.00%	2014
2097	98	Saboteur Media	1	$101,310	12,400	0.00%	2014
2098	99	Starz Media	3	$90,878	11,122	0.00%	2014
2099	100	Submarine Deluxe	2	$75,377	9,225	0.00%	2014
2100	101	Radius	1	$73,892	9,044	0.00%	2014
2101	102	Noujaim Films	1	$71,290	8,725	0.00%	2014
2102	103	Riverrain	1	$70,095	8,579	0.00%	2014
2103	104	The Film Desk	1	$67,503	8,262	0.00%	2014
2104	105	Indican Pictures	5	$64,375	7,877	0.00%	2014
2105	106	Eleven Arts	1	$61,562	7,535	0.00%	2014
2106	107	Anchor Bay Entertainment	2	$58,627	7,175	0.00%	2014
2107	108	Vitagraph Films	2	$54,134	6,625	0.00%	2014
2108	109	Participant Media	1	$50,735	6,209	0.00%	2014
2109	110	Spacey	1	$49,591	6,069	0.00%	2014
2110	111	North/South Pictures	1	$42,557	5,208	0.00%	2014
2111	112	Magnet Pictures	3	$42,462	5,196	0.00%	2014
2112	113	APD/Cinema Conservancy	3	$36,077	4,415	0.00%	2014
2113	114	Argot Pictures	1	$33,416	4,090	0.00%	2014
2114	115	Gravitas Ventures	1	$31,900	3,904	0.00%	2014
2115	116	Documented Film, LLC	1	$30,662	3,752	0.00%	2014
2116	117	Moving Visions Entertainment, Inc.	1	$28,951	3,543	0.00%	2014
2117	118	Variance Films/Syndicado	1	$25,866	3,165	0.00%	2014
2118	119	Paladin	1	$24,545	3,004	0.00%	2014
2119	120	Riot Studios	1	$23,689	2,899	0.00%	2014
